mmsi,timestamp,lat,lon
564654000,2023-03-19 19:35:33+00,1.20978,103.80098
564654000,2023-03-10 22:21:52+00,1.2585,103.94958
565761000,2023-03-06 07:47:04+00,1.21657,103.79981
564654000,2023-03-09 06:40:21+00,1.26023,103.87843
538008084,2023-03-18 14:30:00+00,43.55963756,10.29404378
565761000,2023-03-20 17:48:44+00,1.22334,103.72251
565761000,2023-03-19 19:37:22+00,1.27978,103.91741
563078430,2023-03-21 04:20:22+00,1.27152,103.88061
565761000,2023-03-18 01:57:11+00,1.27832,103.74237
564654000,2023-03-07 21:23:52+00,1.22539,103.89694
564654000,2023-03-13 04:27:40+00,1.2901,103.92542
518998309,2023-03-17 21:31:22+00,29.75482,49.35876
352656000,2023-03-20 02:30:00+00,8.817849845,-79.56324045
563078430,2023-03-07 20:57:36+00,1.22801,103.57384
352656000,2023-03-23 03:31:33+00,8.81811,-79.56633
529123000,2023-03-08 11:14:25+00,27.6263,51.12536
564654000,2023-03-07 01:30:00+00,1.291413729,103.7603636
564654000,2023-03-16 22:14:43+00,1.25039,103.84986
564654000,2023-03-15 19:54:02+00,1.23862,103.75162
565761000,2023-03-19 21:30:00+00,1.248079296,103.86645
564780000,2023-03-09 04:30:00+00,1.300400508,103.9515701
563014650,2023-03-13 04:47:02+00,1.29502,103.9759
518998309,2023-03-16 11:30:00+00,29.72518042,49.4265654
564654000,2023-03-22 07:30:46+00,1.24103,103.86555
518998309,2023-03-19 16:47:47+00,29.01034,48.39233
564654000,2023-03-09 21:01:36+00,1.28807,103.93987
565761000,2023-03-12 03:42:21+00,1.28378,103.72832
538008084,2023-03-16 16:32:39+00,43.453,10.24994
564780000,2023-03-10 23:58:30+00,1.27754,103.61029
563014650,2023-03-11 06:47:35+00,1.28088,103.93163
232006548,2023-03-15 03:30:00+00,44.02107749,8.953752579
529123000,2023-03-14 11:28:18+00,26.37917,54.22817
564654000,2023-03-10 16:18:33+00,1.25712,103.84108
563014650,2023-03-10 01:21:25+00,1.28656,103.9619
564654000,2023-03-10 15:02:43+00,1.25842,103.8444
564654000,2023-03-13 04:17:41+00,1.2692,103.93875
563078430,2023-03-14 05:08:36+00,1.224,103.70438
563014650,2023-03-21 07:19:57+00,1.19889,103.74677
565761000,2023-03-07 08:06:43+00,1.26644,103.88684
564654000,2023-03-20 17:05:20+00,1.25599,103.85786
563014650,2023-03-22 06:38:26+00,1.2964,103.94497
564654000,2023-03-19 05:25:39+00,1.23262,103.80535
564654000,2023-03-08 05:01:12+00,1.25722,103.84133
564654000,2023-03-13 19:19:19+00,1.24557,103.7926
563078430,2023-03-17 10:30:00+00,1.291334545,104.0734645
564654000,2023-03-18 07:22:23+00,1.24548,103.9153
518998309,2023-03-15 02:18:48+00,26.30621,55.06558
564654000,2023-03-12 18:22:37+00,1.26788,103.76132
564654000,2023-03-08 22:16:32+00,1.20407,103.8032
565761000,2023-03-10 00:44:38+00,1.2487,103.89036
564654000,2023-03-17 02:30:22+00,1.19902,103.8012
538008084,2023-03-20 18:17:16+00,42.8747,9.62999
564654000,2023-03-05 14:33:52+00,1.21263,103.79355
898998797,2023-03-17 03:30:00+00,-32.14502081,-52.1021277
563078430,2023-03-12 12:24:50+00,1.2803,103.93183
564654000,2023-03-13 10:15:48+00,1.2667,103.88903
563014650,2023-03-23 07:30:00+00,1.296005689,103.9364149
564654000,2023-03-09 07:40:34+00,1.23143,103.8924
564654000,2023-03-13 03:55:28+00,1.28568,103.93707
564654000,2023-03-09 15:11:12+00,1.25448,103.94298
565761000,2023-03-16 07:19:54+00,1.19184,103.75512
563014650,2023-03-11 21:27:16+00,1.15768,103.74677
563014650,2023-03-11 06:13:34+00,1.2988,103.94979
352656000,2023-03-12 21:30:00+00,8.840644383,-79.56837795
564654000,2023-03-17 02:02:45+00,1.26833,103.87864
565761000,2023-03-16 13:18:06+00,1.175,103.75262
564654000,2023-03-11 05:03:37+00,1.25928,103.90342
564654000,2023-03-07 15:19:17+00,1.25388,103.92387
518998309,2023-03-18 22:29:53+00,30.42267,49.1105
564654000,2023-03-13 15:44:57+00,1.19741,103.82045
564780000,2023-03-16 16:30:00+00,1.301616984,103.9504676
563078430,2023-03-17 12:30:00+00,1.291294926,104.0746378
563078430,2023-03-05 12:03:59+00,1.29343,103.95339
518998309,2023-03-22 21:53:28+00,29.6715,48.83433
563078430,2023-03-17 05:43:05+00,1.29002,104.03123
565761000,2023-03-21 00:39:20+00,1.2467,103.75158
563014650,2023-03-21 07:32:46+00,1.18182,103.75446
563014650,2023-03-22 14:52:26+00,1.30224,103.96815
564654000,2023-03-04 19:55:47+00,1.21567,103.80993
564654000,2023-03-04 21:08:26+00,1.2571,103.84123
563014650,2023-03-10 01:30:15+00,1.29109,103.96436
563014650,2023-03-22 14:43:45+00,1.30231,103.95895
563014650,2023-03-09 13:30:00+00,1.300219489,103.9538594
563078430,2023-03-18 07:30:00+00,1.299454333,104.0928866
564654000,2023-03-20 19:54:23+00,1.29156,103.76091
565761000,2023-03-04 14:26:14+00,1.21808,103.86729
563078430,2023-03-17 07:30:00+00,1.291393971,104.0717047
563078430,2023-03-19 08:19:36+00,1.26995,103.91835
564780000,2023-03-16 14:30:00+00,1.301575063,103.9502946
564654000,2023-03-20 15:57:28+00,1.20635,103.80198
563014650,2023-03-09 23:30:00+00,1.267129013,103.9549763
352656000,2023-03-11 23:30:00+00,8.840931671,-79.56828611
564780000,2023-03-17 23:30:00+00,1.301731538,103.9510755
232006548,2023-03-18 02:17:33+00,44.06959,9.25581
518998309,2023-03-15 10:16:50+00,26.55821,53.35887
564654000,2023-03-17 07:58:53+00,1.27045,103.87645
563014650,2023-03-15 11:58:53+00,1.29968,103.9549
352656000,2023-03-18 11:57:43+00,8.8275,-79.58227
352656000,2023-03-14 13:30:00+00,8.832536603,-79.54572938
564654000,2023-03-22 15:30:00+00,1.257097412,103.8413489
563014650,2023-03-15 23:30:00+00,1.27635852,103.9917286
564780000,2023-03-20 02:30:00+00,1.276227,103.9491511
538008084,2023-03-16 09:14:17+00,42.51331,9.84332
564654000,2023-03-13 04:19:29+00,1.27728,103.93763
563078430,2023-03-20 16:30:00+00,1.224811054,103.716951
564654000,2023-03-05 02:31:55+00,1.29223,103.97368
564654000,2023-03-04 23:56:41+00,1.27422,103.95943
564654000,2023-03-07 05:56:18+00,1.27683,103.92137
565761000,2023-03-10 05:30:00+00,1.2838917,103.7285151
529123000,2023-03-07 19:14:11+00,29.36233,48.97284
564654000,2023-03-04 17:59:23+00,1.26268,103.92352
564654000,2023-03-13 20:36:07+00,1.29151,103.76069
564654000,2023-03-08 22:23:03+00,1.20602,103.80073
564654000,2023-03-18 23:59:34+00,1.24192,103.897
564654000,2023-03-23 02:57:14+00,1.2442,103.89265
565761000,2023-03-13 01:09:32+00,1.28383,103.72815
563078430,2023-03-12 04:30:00+00,1.256472186,103.7821693
564780000,2023-03-19 23:46:26+00,1.28006,103.95014
564780000,2023-03-11 17:20:00+00,1.26305,103.90405
564780000,2023-03-22 07:53:05+00,1.29825,103.94547
564654000,2023-03-06 10:27:38+00,1.22783,103.89432
563014650,2023-03-17 05:00:34+00,1.27319,103.92961
538008084,2023-03-16 17:41:34+00,43.4533,10.251
563078430,2023-03-11 07:06:18+00,1.20395,103.84422
565761000,2023-03-07 18:14:22+00,1.21338,103.85627
232006548,2023-03-16 04:30:00+00,44.05398444,8.988302594
564654000,2023-03-17 20:30:00+00,1.257219155,103.8412917
564654000,2023-03-17 09:18:33+00,1.22427,103.88721
563078430,2023-03-21 11:06:36+00,1.26462,103.74647
564654000,2023-03-11 03:59:35+00,1.22947,103.90163
538008084,2023-03-18 06:30:00+00,43.55963858,10.29403607
565761000,2023-03-08 09:24:41+00,1.26931,103.90255
538008084,2023-03-20 14:46:12+00,43.38744,10.0534
565761000,2023-03-20 06:20:03+00,1.21407,103.79634
564654000,2023-03-07 20:34:35+00,1.27406,103.89363
565761000,2023-03-12 02:41:33+00,1.21068,103.83091
564654000,2023-03-07 04:11:13+00,1.23303,103.82355
564654000,2023-03-08 10:33:20+00,1.22775,103.89573
564654000,2023-03-07 19:39:40+00,1.24627,103.90681
564654000,2023-03-18 08:17:48+00,1.26255,103.89367
565761000,2023-03-17 00:30:00+00,1.22320538,103.7187605
564654000,2023-03-14 00:09:25+00,1.24275,103.88737
563078430,2023-03-11 22:22:32+00,1.22543,103.70677
564654000,2023-03-13 20:15:41+00,1.29041,103.73902
564654000,2023-03-19 09:34:30+00,1.23925,103.792
563078430,2023-03-05 17:30:00+00,1.293396153,103.9544849
538008064,2023-03-20 14:21:07+00,9.23,-79.92317
564780000,2023-03-22 17:30:00+00,1.297991203,103.9451003
564654000,2023-03-11 14:55:42+00,1.29015,104.00622
564654000,2023-03-16 01:34:53+00,1.27888,103.93343
564780000,2023-03-13 10:47:09+00,1.27197,103.93824
565761000,2023-03-14 19:30:00+00,1.225330066,103.7263226
563078430,2023-03-14 03:16:57+00,1.23988,103.91522
538008084,2023-03-19 17:30:00+00,43.55961373,10.29404627
565761000,2023-03-16 04:15:07+00,1.24425,103.78382
565761000,2023-03-07 05:58:48+00,1.26244,103.87543
564654000,2023-03-17 04:49:54+00,1.2509,103.93998
529123000,2023-03-08 09:20:15+00,27.84283,50.93593
529123000,2023-03-08 11:20:34+00,27.61696,51.13837
564654000,2023-03-19 13:52:08+00,1.17202,103.75907
563078430,2023-03-19 14:30:00+00,1.247143839,103.5272928
529123000,2023-03-09 09:03:16+00,26.19698,54.43673
564654000,2023-03-14 06:04:07+00,1.25723,103.84128
564654000,2023-03-20 01:24:56+00,1.25863,103.9393
518998309,2023-03-19 02:05:25+00,30.0105,49.03866
564654000,2023-03-08 15:43:57+00,1.25143,103.84977
529123000,2023-03-15 08:23:23+00,28.0865,50.6955
232345740,2023-03-21 21:30:00+00,44.1294356,9.17208561
563078430,2023-03-19 10:59:11+00,1.20021,103.62087
564654000,2023-03-12 12:40:15+00,1.25712,103.84128
564654000,2023-03-15 19:55:02+00,1.2387,103.75086
352656000,2023-03-06 19:30:00+00,8.813611025,-79.61010345
564654000,2023-03-11 03:14:32+00,1.25707,103.84107
563078430,2023-03-20 08:59:02+00,1.20366,103.65943
564654000,2023-03-19 08:37:41+00,1.18862,103.79692
518998309,2023-03-18 22:10:47+00,30.44533,49.16484
564654000,2023-03-20 16:05:10+00,1.20763,103.81415
564654000,2023-03-04 18:26:11+00,1.24568,103.84742
232006548,2023-03-18 07:30:00+00,44.06290273,9.274797471
232345740,2023-03-17 22:30:00+00,44.06823883,9.232488593
564654000,2023-03-11 22:13:23+00,1.26247,103.87373
529123000,2023-03-13 21:22:16+00,26.35083,56.74
564654000,2023-03-17 00:11:09+00,1.25958,103.87112
564654000,2023-03-11 19:03:41+00,1.2572,103.84135
565761000,2023-03-10 10:46:27+00,1.25178,103.78293
538008084,2023-03-20 07:30:00+00,43.5596576,10.29402253
563078430,2023-03-15 10:49:54+00,1.19087,103.74686
564654000,2023-03-04 19:44:24+00,1.2344,103.84775
538008084,2023-03-18 07:30:00+00,43.55964248,10.29403314
564654000,2023-03-13 15:09:30+00,1.20841,103.7971
563014650,2023-03-13 12:44:44+00,1.29071,103.93783
564654000,2023-03-14 07:23:08+00,1.26543,103.88025
563014650,2023-03-15 03:59:13+00,1.28591,103.96286
564654000,2023-03-19 00:42:57+00,1.2265,103.81797
563014650,2023-03-06 07:04:43+00,1.2948,103.93675
565761000,2023-03-16 13:27:45+00,1.15466,103.74288
564654000,2023-03-20 18:02:13+00,1.29153,103.76096
564780000,2023-03-10 14:14:20+00,1.24063,103.78131
564654000,2023-03-11 03:47:01+00,1.22315,103.8935
563014650,2023-03-17 11:30:00+00,1.290592041,103.9655033
538008064,2023-03-18 08:30:00+00,8.832359672,-79.5465
565761000,2023-03-16 13:26:29+00,1.15707,103.74586
564654000,2023-03-12 08:25:11+00,1.2371,103.87913
564654000,2023-03-11 19:26:19+00,1.26965,103.9132
564654000,2023-03-11 04:54:16+00,1.26822,103.88638
564654000,2023-03-23 00:52:54+00,1.27777,103.92944
563078430,2023-03-06 07:05:36+00,1.23707,103.77601
563078430,2023-03-20 08:20:21+00,1.21535,103.57803
563078430,2023-03-05 01:34:06+00,1.27139,103.96858
529123000,2023-03-17 03:30:00+00,29.68033,48.81167
352002300,2023-03-14 09:56:16+00,1.18088,103.65206
564654000,2023-03-19 08:19:14+00,1.18032,103.77617
564654000,2023-03-06 07:38:01+00,1.18678,103.81828
563014650,2023-03-07 03:23:24+00,1.26731,103.90927
565761000,2023-03-22 08:16:48+00,1.22531,103.71548
564654000,2023-03-04 22:20:02+00,1.25613,103.87985
565761000,2023-03-13 23:43:26+00,1.19765,103.73987
565761000,2023-03-17 04:30:00+00,1.239407559,103.7298851
564654000,2023-03-08 01:00:36+00,1.25707,103.84122
352656000,2023-03-07 22:38:29+00,8.821,-79.53326
538008064,2023-03-19 03:30:00+00,8.832576713,-79.54646519
564780000,2023-03-07 07:50:29+00,1.23353,103.87866
564654000,2023-03-14 10:12:09+00,1.2283,103.90645
352656000,2023-03-14 03:30:00+00,8.832204306,-79.54564867
564654000,2023-03-20 10:27:45+00,1.24849,103.85539
564654000,2023-03-08 11:06:52+00,1.237,103.85672
564654000,2023-03-15 18:30:00+00,1.238840998,103.7175597
563078430,2023-03-17 11:30:00+00,1.291314735,104.0740512
565761000,2023-03-14 14:35:13+00,1.24209,103.80626
564780000,2023-03-20 10:30:00+00,1.301310155,103.9488925
564780000,2023-03-14 19:30:00+00,1.302488134,104.0011546
564654000,2023-03-10 15:03:49+00,1.25718,103.8417
352656000,2023-03-08 16:38:15+00,8.87304,-79.53602
529123000,2023-03-08 13:24:45+00,27.48479,51.43301
564654000,2023-03-09 17:33:09+00,1.23848,103.89892
563014650,2023-03-22 14:35:26+00,1.30151,103.95064
529123000,2023-03-05 17:01:12+00,29.483,48.917
564654000,2023-03-13 10:26:18+00,1.2571,103.84186
563014650,2023-03-06 21:09:55+00,1.28765,103.95481
563014650,2023-03-08 15:43:34+00,1.3007,103.95873
564654000,2023-03-07 06:04:55+00,1.28148,103.93622
563014650,2023-03-22 12:54:17+00,1.29549,103.93628
564654000,2023-03-09 04:54:08+00,1.25747,103.8429
565761000,2023-03-10 11:28:47+00,1.23911,103.71646
565761000,2023-03-15 22:30:00+00,1.225526723,103.7248704
564654000,2023-03-09 12:13:28+00,1.2631,103.88078
564654000,2023-03-07 03:31:33+00,1.23237,103.80397
564654000,2023-03-20 00:08:32+00,1.24392,103.95357
564654000,2023-03-08 18:05:08+00,1.20845,103.80407
563014650,2023-03-05 01:03:15+00,1.29768,103.93823
232345740,2023-03-14 21:24:33+00,44.02602,8.9567
565761000,2023-03-22 00:07:12+00,1.2209,103.79383
564654000,2023-03-08 12:58:42+00,1.28873,103.94738
563014650,2023-03-21 08:16:37+00,1.15973,103.73317
565761000,2023-03-06 11:30:00+00,1.228861879,103.7100322
563014650,2023-03-09 21:59:45+00,1.26836,103.95446
352656000,2023-03-21 14:30:00+00,8.825518663,-79.56061156
565761000,2023-03-12 18:12:35+00,1.20679,103.82501
564654000,2023-03-22 04:42:49+00,1.26558,103.90217
564654000,2023-03-12 03:19:49+00,1.25518,103.88713
232345740,2023-03-21 08:57:28+00,44.11532,9.16662
563014650,2023-03-22 14:39:56+00,1.30281,103.95456
538008064,2023-03-19 18:04:23+00,8.8325,-79.5465
352002300,2023-03-04 17:31:36+00,35.40476,121.19849
538008084,2023-03-17 06:10:38+00,43.51261,10.2562
564654000,2023-03-08 03:55:27+00,1.25532,103.91093
564780000,2023-03-19 22:30:00+00,1.29863,103.9756773
563014650,2023-03-05 06:28:04+00,1.29986,103.95072
565761000,2023-03-04 13:53:33+00,1.20214,103.83872
565761000,2023-03-16 00:28:38+00,1.25729,103.76418
564654000,2023-03-08 19:22:54+00,1.25973,103.77327
563014650,2023-03-16 12:40:23+00,1.19895,103.73975
529123000,2023-03-22 04:49:43+00,27.08,52.23883
563014650,2023-03-08 20:59:15+00,1.30006,103.95371
529123000,2023-03-21 14:40:07+00,28.7365,50.03817
564654000,2023-03-09 03:46:23+00,1.26188,103.80908
352656000,2023-03-11 22:30:00+00,8.840918607,-79.56827479
563014650,2023-03-21 20:00:06+00,1.26163,103.9099
565761000,2023-03-11 05:30:00+00,1.283723975,103.72782
564654000,2023-03-13 07:11:02+00,1.20058,103.81347
564654000,2023-03-20 22:20:42+00,1.19954,103.80757
564654000,2023-03-19 18:03:50+00,1.20856,103.79851
529123000,2023-03-08 13:53:24+00,27.45434,51.49409
564654000,2023-03-19 18:38:03+00,1.23226,103.81933
563014650,2023-03-18 16:23:05+00,1.18413,103.79317
352656000,2023-03-12 01:30:00+00,8.840957798,-79.56830876
563014650,2023-03-19 02:31:34+00,1.1617,103.73163
352656000,2023-03-22 13:30:00+00,8.8252093,-79.55981953
565761000,2023-03-11 21:30:00+00,1.247407818,103.866866
564780000,2023-03-10 11:45:20+00,1.30152,103.94934
565761000,2023-03-07 23:19:41+00,1.24177,103.72666
564654000,2023-03-04 21:57:46+00,1.25663,103.84638
564654000,2023-03-10 11:12:08+00,1.25711,103.84132
563014650,2023-03-11 02:35:14+00,1.29903,103.94969
529123000,2023-03-20 05:30:00+00,29.68033,48.81167
565761000,2023-03-21 22:30:00+00,1.194425697,103.7536601
564654000,2023-03-17 00:00:13+00,1.25722,103.84164
565761000,2023-03-15 04:23:54+00,1.28414,103.72859
564780000,2023-03-06 19:11:30+00,1.29726,104.00303
564654000,2023-03-05 14:40:46+00,1.2045,103.7923
564654000,2023-03-09 03:32:23+00,1.19905,103.80252
564780000,2023-03-13 14:30:00+00,1.297437037,103.9436133
565761000,2023-03-10 00:33:28+00,1.27021,103.90562
875832716,2023-03-15 01:30:00+00,44.02098299,8.953500497
564654000,2023-03-21 00:31:15+00,1.22415,103.88273
518998309,2023-03-15 02:29:48+00,26.30851,55.02463
529123000,2023-03-22 14:30:00+00,26.43145199,53.58686968
564654000,2023-03-22 08:17:09+00,1.24272,103.86388
564654000,2023-03-04 18:11:53+00,1.26565,103.87253
563014650,2023-03-16 12:10:19+00,1.18349,103.78814
564654000,2023-03-05 05:44:41+00,1.23995,103.89485
565761000,2023-03-10 19:30:00+00,1.225655339,103.7257044
564654000,2023-03-10 19:09:11+00,1.28085,103.91392
564780000,2023-03-05 09:30:00+00,1.297635973,103.9472388
564654000,2023-03-16 11:16:54+00,1.21821,103.86936
564654000,2023-03-10 22:36:14+00,1.26433,103.97257
564654000,2023-03-14 23:38:23+00,1.25717,103.8413
564654000,2023-03-07 05:26:36+00,1.2359,103.89223
565761000,2023-03-05 04:19:18+00,1.28348,103.72886
529123000,2023-03-21 06:15:36+00,29.667,48.83883
352656000,2023-03-10 11:30:00+00,8.822681656,-79.55742834
564780000,2023-03-23 01:30:00+00,1.298329574,103.9447055
563014650,2023-03-19 01:33:25+00,1.20317,103.74014
564780000,2023-03-09 13:30:00+00,1.300358691,103.9515913
564654000,2023-03-09 07:12:21+00,1.26943,103.88423
563078430,2023-03-07 06:30:00+00,1.265334931,103.4668911
565761000,2023-03-10 00:23:29+00,1.28533,103.92319
564654000,2023-03-12 09:30:25+00,1.24577,103.89027
529123000,2023-03-05 02:30:00+00,27.7514785,51.09766547
563078430,2023-03-11 13:09:08+00,1.29153,103.99414
563014650,2023-03-16 23:00:43+00,1.22046,103.86735
563014650,2023-03-06 21:07:34+00,1.28696,103.95541
518998309,2023-03-21 05:11:58+00,29.39183,48.9555
529123000,2023-03-06 01:30:00+00,29.68017,48.81167
352656000,2023-03-18 22:29:53+00,8.81344,-79.61026
564654000,2023-03-07 09:21:43+00,1.23432,103.894
564654000,2023-03-06 21:46:53+00,1.2869,103.74007
518998309,2023-03-20 05:54:30+00,29.06233,48.182
352002300,2023-03-14 10:52:21+00,1.23215,103.43621
564654000,2023-03-11 10:44:26+00,1.25492,103.90535
564654000,2023-03-18 08:25:29+00,1.26498,103.87915
564654000,2023-03-11 19:59:13+00,1.25668,103.89563
352002300,2023-03-14 08:18:57+00,1.23097,103.93446
538008084,2023-03-20 17:23:22+00,43.04194,9.59374
518998309,2023-03-15 16:10:30+00,27.14198,52.30647
352656000,2023-03-07 00:30:00+00,8.821277286,-79.59399087
564654000,2023-03-11 09:12:36+00,1.27862,103.92715
565761000,2023-03-17 21:02:11+00,1.24754,103.85811
518998309,2023-03-18 10:30:00+00,30.15255469,49.25785445
564654000,2023-03-17 03:30:32+00,1.26536,103.87963
564654000,2023-03-11 17:24:03+00,1.25707,103.85863
352002300,2023-03-14 10:45:09+00,1.22146,103.46606
563078430,2023-03-21 10:23:46+00,1.20917,103.81478
565761000,2023-03-17 06:44:45+00,1.25008,103.76284
538008084,2023-03-20 04:30:00+00,43.55964247,10.29401749
565761000,2023-03-07 05:45:01+00,1.24857,103.85362
564654000,2023-03-20 22:56:43+00,1.25816,103.779
563078430,2023-03-11 06:42:19+00,1.21205,103.79851
352656000,2023-03-05 16:42:23+00,8.8163,-79.59151
564654000,2023-03-16 17:48:48+00,1.23982,103.80354
564654000,2023-03-19 21:24:44+00,1.21179,103.79046
529123000,2023-03-15 20:39:58+00,29.44633,48.92966
563014650,2023-03-21 09:14:06+00,1.19734,103.70053
563014650,2023-03-22 12:30:00+00,1.29549944,103.9362952
564654000,2023-03-12 23:37:29+00,1.25708,103.84988
564654000,2023-03-11 04:10:13+00,1.23237,103.891
563078430,2023-03-24 03:30:00+00,1.272048463,103.7800569
518998309,2023-03-19 11:15:18+00,28.944,48.55733
529123000,2023-03-08 01:56:16+00,28.73668,50.15464
564654000,2023-03-11 08:13:42+00,1.25717,103.84957
565761000,2023-03-15 00:43:24+00,1.28241,103.73328
563014650,2023-03-10 01:25:25+00,1.28754,103.96252
